title,author,rating,publication_date
I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,05/01/04
The Robots of Dawn (Robot #3),Isaac Asimov,4.16,03/01/94
I. Asimov,Isaac Asimov,4.2,01/01/95
Asimov's New Guide to Science,Isaac Asimov,4.38,05/27/93
Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,12/01/91
The Gods Themselves,Isaac Asimov,4.09,02/10/00
The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,12/01/91
The Currents of Space (Galactic Empire  #2),Isaac Asimov,3.83,01/01/52
Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,4,10/21/03
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,4.07,11/01/71
100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,3.91,08/01/85
Rock Star Superstar,Blake Nelson,3.61,04/06/06
Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,3.39,03/22/07
John  Paul  George & Ben,Lane Smith,4.21,04/01/06
Evolution and the Theory of Games,John Maynard Smith,4,10/21/82
The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,4.13,11/26/00
American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,3.43,08/17/19
Twilight (Twilight  #1),Stephenie Meyer,3.59,09/06/06
Sense and Sensibility,Jane Austen,4.07,07/25/04
Uncle Shelby's ABZ Book,Shel Silverstein,4.36,09/09/85
Who Wants a Cheap Rhinoceros?,Shel Silverstein,3.96,08/01/02
Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,3.99,06/01/01
J.K. Rowling - A Biography,Sean Smith,3.73,05/01/03
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,4.04,11/01/01
Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,4.42,09/30/00
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling/Rufus Beck,4.56,08/31/02
Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,4.42,10/01/01
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,4.56,04/01/01
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,01/05/92
Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,3.64,09/10/04
Spring Music,Elvi Rhodes,4.05,08/19/99
Scarlet Feather,Maeve Binchy,3.96,03/01/02
The Lilac Bus,Maeve Binchy,3.62,01/12/07
Light a Penny Candle,Maeve Binchy,3.91,05/04/06
Evening Class,Maeve Binchy,3.99,06/30/05
Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,4.03,06/01/06
Nos rêves de Castelbay,Maeve Binchy,3.8,03/29/99
Les Saveurs de la vie,Maeve Binchy,3.96,06/19/03
Kiss,Jill Mansell,3.68,09/07/00
Solo,Jill Mansell,3.65,09/02/02
Two's Company,Jill Mansell,3.61,10/27/03
Open House,Jill Mansell,3.9,03/03/03
The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,4.34,11/01/04
Falling for You,Jill Mansell,3.8,08/16/04
Millie's Fling,Jill Mansell,3.75,08/16/01
Sheer Mischief,Jill Mansell,3.82,08/02/01
Head Over Heels,Jill Mansell,3.72,06/10/99
Mixed Doubles,Jill Mansell,3.71,07/02/98
Méli-mélo,Jill Mansell,3.71,10/31/02
Seven Sunny Days,Chris Manby,3.35,04/26/05
Girl Meets Ape,Chris Manby,3.46,01/05/04
Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,3.26,07/03/00
Tales from Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,10/26/07
Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,4.25,08/21/97
Love Poems and Sonnets,William Shakespeare,4.34,09/03/57
Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce/David Allen White,4.35,11/10/91
The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,4.25,12/01/01
Shakespeare's Secret,Elise Broach,3.88,05/01/05
The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,4.34,07/18/02
The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,4.5,07/05/01
Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,4.13,07/11/06
The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,3.92,11/07/96
The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,3.68,07/01/00
Richard III,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.93,07/01/04
King Henry VI  Part 3,William Shakespeare/John D. Cox/Eric Rasmussen,3.76,11/01/01
The Age Of Shakespeare,Frank Kermode,3.68,07/07/05
Ukraine,Sarah Johnstone,3.91,07/01/05
Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,4,12/01/04
Outside the Dog Museum (Answered Prayers  #4),Jonathan Carroll,3.97,06/01/05
Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,3.88,11/28/06
The Land of Laughs,Jonathan Carroll,3.9,02/10/01
Sleeping in Flame (Answered Prayers  #2),Jonathan Carroll/Dave McKean,4.05,10/01/04
Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,3.89,05/03/02
Kissing the Beehive (Crane's View  #1),Jonathan Carroll,3.7,08/10/00
Baby Proof,Emily Giffin,3.72,06/13/06
Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,03/21/06
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,06/01/04
P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,3.78,05/01/99
P.S. Your Cat Is Dead,James Kirkwood Jr.,3.75,11/15/03
P.S. I Love You Three!,Lynda Milligan/Nancy J. Smith,4.14,12/01/02
The Christmas Shoes (Christmas Hope #1),Donna VanLiere,4.23,11/09/01
Burning The Map,Laura Caldwell,3.54,10/25/02
iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,3.25,08/23/04
The Icarus Agenda,Robert Ludlum,3.96,07/01/04
Life Is a Dream,Pedro Calderón de la Barca,3.98,07/01/02
Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,3.81,04/01/00
Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca/Stanley Appelbaum,3.98,12/06/02
Life Is a Dream,Pedro Calderón de la Barca/Gregary Racz,3.98,12/26/06
Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller/Louise Fili,4.06,11/09/06
I Can Fly,Ruth Krauss/Mary Blair,4.24,09/09/03
A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,4.46,01/06/04
The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren/Tony Ross,4.25,10/09/03
Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,3.69,11/01/91
Astrid Lindgren,Eva-Maria Metcalf,3.78,11/01/94
The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,4,04/01/01
Arthur and the Lost Kingdoms,Alistair Moffat,3.7,12/31/99
God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,11/01/00
The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,3.76,08/01/03
Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,3.86,09/01/00
The Witch Family,Eleanor Estes/Edward Ardizzone,4.07,09/01/00
The Hundred Dresses,Eleanor Estes/Louis Slobodkin,4.09,09/01/04
Theater Shoes,Noel Streatfeild/Diane Goode,4.02,11/01/99
Gemma Alone (Gemma  #3),Noel Streatfeild,3.61,02/01/87
When the Siren Wailed,Noel Streatfeild/Judith Gwyn Brown,3.72,10/01/77
The Caine Mutiny Court-Martial,Herman Wouk,4.12,04/20/54
Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,09/01/02
Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,3.97,07/01/96
Babar's World Tour,Laurent de Brunhoff,3.82,09/01/05
The Easter Rabbit's Parade,Lois Lenski,3,01/27/04
The Little Fire Engine,Lois Lenski,3.56,10/24/00
Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,3.82,10/26/05
The Right Stuff (To Protect and Defend #3),Merline Lovelace,3.61,02/23/04
For Whom the Bell Tolls,Ernest Hemingway,3.97,01/01/40
Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,3.5,05/20/64
Dune (Dune #1),Frank Herbert/Domingo Santos,4.22,10/30/03
God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.84,03/13/03
Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,3.64,08/07/07
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,4.29,05/01/03
Harm's Way,Elizabeth Stewart,3.36,05/27/05
Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,4.54,10/01/94
I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,3.94,10/24/00
Strawberry Girl,Lois Lenski,3.87,04/26/05
Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,4.17,11/09/94
After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,4,05/25/06
Seize The Fire,Elda Minger,4,07/25/85
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,4.31,11/23/04
We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,4.31,02/05/02
We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,4.31,03/01/02
Eisenhower: Soldier and President,Stephen E. Ambrose,3.98,10/15/91
Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,3.84,11/05/02
Crusade in Europe,Dwight D. Eisenhower,4.08,06/06/97
Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,3.85,02/23/06
So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,3.93,09/15/00
Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,3.72,06/04/02
Eisenhower  Volume #2: The President,Stephen E. Ambrose,4.2,10/01/85
The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,4.35,01/01/01
Bull Halsey,E.B. Potter,4.16,04/21/03
The Water Babies,Charles Kingsley/W. Heath Robinson,3.42,12/05/94
Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,3.71,09/01/03
Shoot the Piano Player,David Goodis,4.02,10/03/90
CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,4.16,09/20/60
Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,3.98,03/15/04
How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,4.17,11/16/06
Black Like Me,John Howard Griffin,4.13,05/06/03
Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,3.88,01/01/01
As You Like It,William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan,3.83,09/06/05
As You Like It,William Shakespeare,3.83,08/23/11
As You Like It,William Shakespeare/Juliet Dusinberre,3.83,07/25/06
As You Like It (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,3.83,06/22/04
War of the Rats,David L. Robbins,4.11,06/06/00
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,02/03/04
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,01/23/98
Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,07/18/00
Thirst,Mary Oliver,4.36,10/15/06
The Gilded Web (Web  #1),Mary Balogh,3.58,11/28/06
Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,4.13,02/01/00
Cold Mountain,Charles Frazier,3.86,05/16/97
Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin/Artem Drabkin,4.1,01/19/05
The Fall of Berlin 1945,Antony Beevor,4.29,04/29/03
Paris: After the Liberation 1944-1949,Antony Beevor/Artemis Cooper,3.83,08/31/04
Demon Angel (The Guardians  #1),Meljean Brook,3.53,01/02/08
Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,3.89,12/26/06
Hemingway vs. Fitzgerald,Scott Donaldson,3.85,12/01/01
The Haj,Leon Uris,4.03,05/01/85
Mila 18,Leon Uris,4.29,11/01/83
A God in Ruins,Leon Uris,3.26,09/05/00
Battle Cry,Leon Uris,4.15,06/28/05
The Angry Hills,Leon Uris,3.67,01/01/84
Exodus,Leon Uris,4.34,10/01/86
Oh  Play That Thing,Roddy Doyle,3.29,10/25/05
The Van (The Barrytown Trilogy  #3),Roddy Doyle,3.94,03/01/97
Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle/Renate Orth-Guttmann,3.94,10/01/02
The Giggler Treatment,Roddy Doyle/Brian Ajhar,4.17,07/20/01
A Star Called Henry,Roddy Doyle,3.84,09/07/00
The Van,Roddy Doyle,3.94,08/04/91
Rover rettet Weihnachten.,Roddy Doyle/Brian Ajhar,4.12,09/01/02
The Snapper,Roddy Doyle,3.93,09/01/02
Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,3.4,06/06/02
The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,0,03/30/02
A Dracula Handbook,Elizabeth Russell Miller,4.07,03/23/05
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy/Garrett Sutton/Robert T. Kiyosaki,4.15,12/31/03
Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,4.22,04/01/01
Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,3.76,12/31/84
Winter Dreams (Sweet Dreams  #141),Barbara Conklin,3.85,02/01/88
First  Last and Always (Sweet Dreams  #96),Barbara Conklin,3.76,09/01/85
P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.83,04/24/95
PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,4.43,12/31/90
Tales from Margaritaville,Jimmy Buffett,3.9,06/03/89
A Pirate Looks at Fifty,Jimmy Buffett/Leona Nevler,3.83,11/28/99
The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,2.83,01/01/98
The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,4.08,03/03/97
Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,3.96,04/01/06
Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley/Barack Obama/Martin Luther King Jr.,4.3,04/28/06
The Heart of a Leader,Kenneth H. Blanchard,3.96,06/01/99
Mission Possible,Kenneth H. Blanchard,3.44,04/30/99
Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,4.04,03/01/07
The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard/Don Shula,3.65,01/23/01
Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,3.76,10/01/04
The Servant Leader,Kenneth H. Blanchard,4.09,03/11/03
Down Under,Bill Bryson,4.07,08/06/01
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,05/04/98
Bizarre World,Bill  Bryson/Kathryn Lamb,3.38,05/01/01
The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,3.94,09/25/07
Bill Bryson: The Complete Notes,Bill Bryson,4.09,10/05/00
Motel Blues,Bill Bryson/David B. Ellis,3.83,04/15/03
Journeys in English,Bill Bryson,3.72,02/02/04
Una breve historia de casi todo,Bill Bryson/José Manuel Álvarez,4.21,04/30/06
Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,4.3,03/06/07
Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,09/06/05
Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,09/05/06
All Things Wise and Wonderful,James Herriot,4.41,11/01/04
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,4.24,12/20/00
All Quiet on the Western Front,Erich Maria Remarque,3.97,03/12/87
The Nightingale's Song,Kathleen Eschenburg,3.88,10/30/01
Nightingale's Song,Kate Pennington,3.02,10/19/06
Gai-Jin (Asian Saga  #3),James Clavell,3.86,04/03/94
Whirlwind (Asian Saga  #6),James Clavell,3.82,12/02/99
Tai-Pan (Asian Saga  #2),James Clavell,4.27,09/01/09
Escape: The Love Story from Whirlwind,James Clavell,3.63,07/01/99
Alaska,James A. Michener,4.12,11/12/02
The Drifters,James A. Michener,4.04,10/12/86
Sayonara,James A. Michener,3.81,09/12/83
The Bridge at Andau,James A. Michener,3.94,09/12/85
Caribbean,James A. Michener,3.93,12/13/05
War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,02/05/02
Don't Stop the Carnival,Herman Wouk,3.93,05/15/92
The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,06/03/02
Youngblood Hawke,Herman Wouk,4.04,05/15/92
Aurora Dawn,Herman Wouk,3.47,04/15/92
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,12/01/06
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.16,02/13/07
Yellow Back Radio Broke-Down,Ishmael Reed,3.83,05/01/00
Anthem,Ayn Rand,3.63,12/28/04
Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,3.89,01/02/07
White Fang,Jack London,3.98,01/01/01
The Call of the Wild  White Fang and Other Stories,Jack London,3.99,08/20/98
White Fang,Kathleen Olmstead/Jack London/Dan Andreasen/Arthur Pober,4.24,03/28/06
The Sea-Wolf and Selected Stories,Jack London/Ben Bova,4.06,05/04/04
The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,3.74,10/01/97
Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,4.26,10/02/93
The Sea Wolf,Jack London,4.04,06/01/05
Kilo Class (Admiral Arnold Morgan  #2),Patrick Robinson,4.05,03/03/99
Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,3.97,06/29/04
H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson/Sandler/David McCallum,4.01,03/01/00
Slider,Patrick Robinson,4.13,04/27/04
U.S.S. Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,3.96,05/01/01
Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,03/01/00
True Blue: The Oxford Boat Race Mutiny,Daniel Topolski/Patrick Robinson,4.24,02/23/90
A Picture Book of Anne Frank,David A. Adler/Karen Ritz,4.18,01/01/93
Who Was Anne Frank?,Ann Abramson/Nancy Harrison,4.26,01/18/07
Enslaved by Ducks,Bob Tarte,3.44,10/01/04
Ice Castles,Leonore Fleischer,3.87,03/12/82
Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,4.26,05/01/04
Marching Powder,Rusty Young,4.26,07/01/04
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.9,10/30/92
Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,4.06,05/16/05
Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,3.92,09/01/99
The Communist Manifesto,Karl Marx/Friedrich Engels/Eric Hobsbawm,3.55,05/01/98
On the Edge of the New Century,Eric Hobsbawm/Allan Cameron/Antonio Polito,3.71,05/01/01
The Age of Extremes: The Short Twentieth Century  1914-1991,Eric Hobsbawm,4.25,11/12/95
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,3.52,04/01/90
Winter Is the Warmest Season,Lauren Stringer,3.9,10/01/06
Winter (Four Seasons  #4),Núria Roca/Rosa María Curto,3.82,06/30/04
It's Winter,Linda Glaser/Glaser Linda/Susan Swan,3.64,09/01/02
Winter Season: A Dancer's Journal,Toni Bentley,3.92,11/10/03
Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche/Michael Tanner,4.16,01/25/90
Practical DV Filmmaking,Russell Evans,3.46,11/01/05
Diana Vreeland,Eleanor Dwight,4.24,10/22/02
Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland/Irving Penn,3.67,05/26/78
Brown V. Board of Education: A Civil Rights Milestone and Its Troubled Legacy,James T. Patterson,3.85,12/12/02
Henry V,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Claire McEachern,3.88,09/01/99
Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau/Chantal Mouffe,3.89,05/17/01
On Populist Reason,Ernesto Laclau,4.04,07/17/05
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler/Ernesto Laclau/Slavoj Žižek,3.92,07/17/00
The Meaning of Life,Terry Eagleton,3.5,05/01/07
Sweet Violence: The Idea of the Tragic,Terry Eagleton,4,09/27/02
The English Novel: An Introduction,Terry Eagleton,3.77,08/06/04
MySQL Cookbook,Paul DuBois,4,12/04/06
High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,4.23,04/18/04
Not Without My Daughter,Betty Mahmoody,4.1,07/05/04
